;DT_DEMO_InletPressure;DT_DEMO_Temperature;DT_DEMO_PH;DT_DEMO_Peroxide;DT_DEMO_Soda
01.09.2020 08:50;846.3602345;70.20790924;10.51907033;19.84293344;23.89865304
01.09.2020 08:55;848.9877763;70.05722894;10.65976425;20.01800795;23.7820566
01.09.2020 09:00;852.0150422;70.01601132;10.67215734;20.17161516;23.96067969
01.09.2020 09:05;851.7678988;70.12504091;10.81565749;19.94414842;23.73988086
01.09.2020 09:10;852.2044214;70.20486024;10.7702261;20.06986766;24.20842429
01.09.2020 09:15;853.2549521;70.19112436;10.86030349;19.86005828;23.89726131
01.09.2020 09:20;855.8450104;70.07749756;10.77175615;19.59620847;23.87033479
01.09.2020 09:25;856.8215703;70.05189642;10.70916958;19.80713513;23.93371526
01.09.2020 09:30;856.6850195;69.93821289;10.86476357;19.96041681;24.16769155
01.09.2020 09:35;851.4186558;70.03296254;10.80432383;19.87824276;24.29401885
01.09.2020 09:40;855.4928218;70.04814073;10.92028547;20.09162388;24.30996301
01.09.2020 09:45;851.2071652;70.07715163;11.05719583;19.95360776;24.2079051
01.09.2020 09:50;854.0270941;70.02026209;11.07642744;19.97569145;24.43992863
01.09.2020 09:55;858.01176;69.96593964;10.92467444;19.92197095;24.90461072
01.09.2020 10:00;857.8330364;69.91916056;10.80252642;19.88939929;24.59083533
01.09.2020 10:05;857.8995298;69.91630057;10.79247304;19.66330103;24.09072656
01.09.2020 10:10;859.5919647;69.84198981;10.82481871;19.74903143;24.58420779
01.09.2020 10:15;859.970157;69.99442923;10.87645492;19.55630171;24.99978334
01.09.2020 10:20;859.7773975;69.97505637;10.9983828;19.46555192;24.87988358
01.09.2020 10:25;862.6486508;69.82612835;10.90966944;19.75002062;25.31430873
01.09.2020 10:30;861.3120009;69.99020554;10.81470097;19.59181237;25.1631027
01.09.2020 10:35;859.015165;69.9492802;10.65087208;19.53884043;25.0639985
01.09.2020 10:40;858.8066743;69.98097929;10.60133354;19.63833526;25.15569927
01.09.2020 10:45;861.0145287;70.05064788;10.57929763;19.90137433;24.94276441
01.09.2020 10:50;863.3120311;69.99991258;10.46000523;19.68250199;25.06961674
01.09.2020 10:55;866.5004811;69.89816927;10.47458354;19.58759943;24.92223832
01.09.2020 11:00;861.2807162;69.76226222;10.65913543;19.49327014;24.65997409
01.09.2020 11:05;855.8874446;69.88630253;10.5150971;19.7596214;24.35663888
01.09.2020 11:10;858.8470753;69.8571364;10.39658636;19.60748381;24.2198601
01.09.2020 11:15;860.7069074;69.94303836;10.54433695;19.56804693;23.75407428
01.09.2020 11:20;858.5767738;69.87174738;10.62288467;19.71555879;23.60706928
01.09.2020 11:25;856.0473668;69.90878658;10.60839769;19.89799058;23.31500796
01.09.2020 11:30;858.9621549;69.90103909;10.60551755;19.96491477;23.38072545
01.09.2020 11:35;862.7655617;69.87900645;10.45004782;20.12041739;23.41086318
01.09.2020 11:40;863.4275657;69.94508079;10.56018556;19.96705881;23.93718937
01.09.2020 11:45;857.4714139;69.92872347;10.58697358;20.23761982;23.81323387
01.09.2020 11:50;854.7394184;70.01258064;10.58052093;20.47474565;23.36540228
01.09.2020 11:55;855.6128536;69.87275234;10.63996274;20.68747116;23.35131395
01.09.2020 12:00;855.2054783;69.8920835;10.48204715;20.70686656;24.24961711
01.09.2020 12:05;856.2021438;69.9424601;10.6099381;20.41611444;23.97200582
01.09.2020 12:10;854.0702297;70.03665445;10.77836336;20.28415495;24.17571185
01.09.2020 12:15;856.9055485;70.13292157;10.63150726;20.0698458;24.23007684
01.09.2020 12:20;855.8323225;70.26567846;10.77356357;20.11044267;24.46205464
01.09.2020 12:25;859.3399252;70.30841013;10.82790972;20.19823606;24.73493628
01.09.2020 12:30;861.4425014;70.4477196;10.87882434;20.04529623;24.40365833
01.09.2020 12:35;856.1118622;70.45325693;11.00930205;19.78993711;24.58894572
01.09.2020 12:40;859.4005131;70.4206414;10.96468713;19.61742728;24.54092022
01.09.2020 12:45;858.4860927;70.42684755;10.8937201;19.42971308;24.14403938
01.09.2020 12:50;859.6985999;70.39019717;10.96706002;19.62843633;24.26308179
01.09.2020 12:55;856.7528218;70.42769005;10.8235961;19.4920078;24.41624477
01.09.2020 13:00;854.8848601;70.27451866;10.82312567;19.46101175;24.87627914
01.09.2020 13:05;854.7209756;70.20513072;10.6651187;19.24680261;24.93616219
01.09.2020 13:10;856.4243862;70.31132289;10.55500224;19.13154997;24.8958191
01.09.2020 13:15;858.3056416;70.27998098;10.59914214;18.89132285;24.70290474
01.09.2020 13:20;858.4557158;70.12867511;10.68176547;19.01391559;24.86834789
01.09.2020 13:25;854.2089506;70.25233766;10.57797715;18.87055299;24.8762678
01.09.2020 13:30;857.1549644;70.11729515;10.49005664;18.80696341;24.7059159
01.09.2020 13:35;856.0436667;70.06094342;10.66936892;18.85507463;25.05117911
01.09.2020 13:40;852.7983361;70.10301476;10.8146746;18.7886343;25.34186494
01.09.2020 13:45;851.0178796;70.08944878;10.81015211;19.03571921;25.5497138
01.09.2020 13:50;847.8973595;70.17676112;10.95412228;18.97998656;25.68015818
01.09.2020 13:55;843.6066889;70.01678288;10.90686336;19.18099938;25.34952294
01.09.2020 14:00;844.0279164;70.04516499;10.86641178;19.24943807;24.2700836
01.09.2020 14:05;848.9038107;70.00133772;11.01590959;19.25396648;24.50694469
01.09.2020 14:10;853.3758376;69.94492933;11.03038719;19.2283779;24.62614072
01.09.2020 14:15;853.6626507;70.03834955;10.84158304;19.12864895;24.16414374
01.09.2020 14:20;849.7383016;70.18651962;10.79364929;19.26177759;24.48154442
01.09.2020 14:25;852.8756292;70.13420042;10.71096091;19.09199894;24.18664696
01.09.2020 14:30;854.0080573;70.23842702;10.71322384;19.00016991;23.72060036
01.09.2020 14:35;854.6302169;70.29180731;10.72169287;19.14761304;23.76157194
01.09.2020 14:40;855.0041113;70.28645708;10.78908176;19.07277109;23.40076004
01.09.2020 14:45;851.5222076;70.3833456;10.69642831;18.90095395;23.76695399
01.09.2020 14:50;852.9854406;70.50277792;10.675714;18.85948727;23.86305318
01.09.2020 14:55;854.4498427;70.50743936;10.70179203;18.97385433;23.92414149
01.09.2020 15:00;856.2752992;70.4807663;10.70500918;18.86296131;23.65540847
01.09.2020 15:05;859.4544324;70.5888137;10.60218351;18.63787313;23.41062597
01.09.2020 15:10;856.3223523;70.72956091;10.72340529;18.8946235;23.31904523
01.09.2020 15:15;857.1916893;70.68896648;10.65457837;19.09384498;23.33945149
01.09.2020 15:20;859.1325771;70.63414656;10.50307855;19.31793191;23.40802825
01.09.2020 15:25;860.2130922;70.59311994;10.6322641;19.3098245;23.59318517
01.09.2020 15:30;858.3663062;70.41683355;10.71199709;19.21222576;23.15055456
01.09.2020 15:35;859.543261;70.33974242;10.64749718;19.30775592;22.96397615
01.09.2020 15:40;861.0743977;70.37103754;10.64198676;19.41184659;22.86585862
01.09.2020 15:45;859.6277664;70.256413;10.70286457;19.57389052;22.73297287
01.09.2020 15:50;857.9427112;70.4094311;10.69243151;19.52540336;22.52635513
01.09.2020 15:55;858.7637978;70.3234969;10.56544068;19.69201411;22.36276974
01.09.2020 16:00;860.3454586;70.32266821;10.46841422;19.83021954;22.55471093
01.09.2020 16:05;856.7926737;70.27057374;10.35884768;20.04007117;22.32127457
01.09.2020 16:10;859.2083394;70.12991848;10.43600767;19.98748736;21.98404827
01.09.2020 16:15;861.1770544;70.25331917;10.43473537;19.75349888;22.09554021
01.09.2020 16:20;863.5651273;70.27570803;10.52611594;19.80445913;22.16153131
01.09.2020 16:25;863.9347068;70.31283933;10.4631335;19.71381914;22.53720012
01.09.2020 16:30;858.6362146;70.21152575;10.53563612;19.94352456;22.67978424
01.09.2020 16:35;858.9538509;70.14943294;10.65934142;19.74706237;22.66620786
01.09.2020 16:40;862.5617884;70.28800312;10.71235937;19.96985216;22.97519963
01.09.2020 16:45;859.6792417;70.37944515;10.77570216;20.14750148;23.21125632
01.09.2020 16:50;854.7761324;70.51800419;10.81222246;19.98758687;23.1694633
01.09.2020 16:55;857.6052419;70.41387221;10.83126917;20.16351432;23.65085332
01.09.2020 17:00;855.4747585;70.50155728;10.80287339;20.43186488;23.74670132
01.09.2020 17:05;856.5651972;70.43743099;10.73673466;20.32716175;23.57445176
01.09.2020 17:10;853.6513842;70.38819347;10.76268904;20.22695367;23.74621485
01.09.2020 17:15;856.1860426;70.52272937;10.81826246;20.07606717;24.16038946
01.09.2020 17:20;859.4967248;70.34274683;10.8414995;20.00944936;24.06279479
01.09.2020 17:25;856.7471869;70.3697885;10.86769583;20.05506771;24.15739976
01.09.2020 17:30;852.9436033;70.50821592;10.88536049;19.90427877;24.1663693
01.09.2020 17:35;856.9668219;70.65175116;10.73391267;20.01654232;24.18901091
01.09.2020 17:40;859.32539;70.74080106;10.78121533;20.17463226;24.23370943
01.09.2020 17:45;862.6666319;70.67959252;10.63666299;20.11676726;24.64912685
01.09.2020 17:50;863.2198988;70.7092767;10.69679587;19.98747198;24.88247334
01.09.2020 17:55;859.4199225;70.52661868;10.81955349;19.88072053;24.54986027
01.09.2020 18:00;861.394292;70.62766563;10.75430764;20.16396982;25.51429429
01.09.2020 18:05;855.7834337;70.45028103;10.69031222;20.04926928;25.41307782
01.09.2020 18:10;859.9219719;70.351226;10.81646747;20.00870626;25.03353904
01.09.2020 18:15;858.8787291;70.32160473;10.64357649;19.88917497;25.43268542
01.09.2020 18:20;855.7775207;70.37609202;10.61474702;19.71576978;25.49928657
01.09.2020 18:25;859.8071094;70.32844818;10.69265581;19.47904019;25.37823301
01.09.2020 18:30;859.0151297;70.20432523;10.59527008;19.66934056;25.27455237
01.09.2020 18:35;856.1406909;70.1966439;10.66901037;19.8868678;24.85355752
01.09.2020 18:40;856.4799291;70.20778969;10.56904079;20.07049689;25.21921148
01.09.2020 18:45;860.6822776;70.26263015;10.72825958;20.18559796;25.10892184
01.09.2020 18:50;859.742657;70.41580484;10.60510275;20.15490773;25.32483203
01.09.2020 18:55;854.5029668;70.3562617;10.65470556;20.11210138;25.47170348
01.09.2020 19:00;852.2998883;70.42788633;10.61126987;19.87628065;25.16188993
01.09.2020 19:05;848.6762639;70.35793362;10.64819143;19.68167115;25.34906788
01.09.2020 19:10;848.0187082;70.29298611;10.69053877;19.6055698;25.00707603
01.09.2020 19:15;852.9625034;70.35096498;10.54949566;19.83102009;24.84861486
01.09.2020 19:20;856.2734115;70.2504069;10.44117825;19.92522129;25.36266996
01.09.2020 19:25;851.6876139;70.12173937;10.41672985;19.71509226;25.44482073
01.09.2020 19:30;848.0098594;70.18394454;10.50507693;19.56249468;25.69794406
01.09.2020 19:35;852.004655;70.20469195;10.59923418;19.63197458;25.69977558
01.09.2020 19:40;850.8186022;70.04544399;10.48506648;19.65457161;25.47707321
01.09.2020 19:45;847.6499611;69.94978309;10.46345918;19.5822651;25.09145518
01.09.2020 19:50;848.4559815;69.99358485;10.49042704;19.75772535;24.85311919
01.09.2020 19:55;850.2873113;69.99497119;10.5236087;19.75261837;24.51553544
01.09.2020 20:00;851.2674737;69.99548925;10.39452162;19.74309524;23.552005
01.09.2020 20:05;850.4951626;69.8411723;10.39155486;19.91291817;23.1447687
01.09.2020 20:10;854.8741365;69.81944014;10.37666627;19.69346159;23.57145609
01.09.2020 20:15;853.5413512;69.98770402;10.54038529;19.93263654;23.97296085
01.09.2020 20:20;856.6706802;69.91593837;10.61576736;20.02819592;23.79811879
01.09.2020 20:25;854.6265912;69.99658277;10.47863964;19.92583157;24.13502897
01.09.2020 20:30;849.6993616;69.83147212;10.48550759;19.7688336;23.67624675
01.09.2020 20:35;848.6318767;69.6739368;10.4693259;19.92976823;23.70308625
01.09.2020 20:40;851.5746672;69.74114069;10.51322873;19.95129067;23.69334367
01.09.2020 20:45;853.1041958;69.7008251;10.49259346;20.20780439;23.90131898
01.09.2020 20:50;854.9621554;69.86378186;10.45499891;20.41958168;23.58077992
01.09.2020 20:55;855.4777167;69.79694211;10.47762358;20.46389787;23.22369615
01.09.2020 21:00;853.7648798;69.70704781;10.41682363;20.2340092;23.11323744
01.09.2020 21:05;850.306152;69.57451051;10.51992452;20.13545581;22.96060574
01.09.2020 21:10;846.9132569;69.63015021;10.64703895;19.89098083;23.27858429
01.09.2020 21:15;846.2071196;69.66954768;10.79836353;19.72588855;23.26054223
01.09.2020 21:20;842.8286553;69.64483176;10.73378022;19.54979995;23.17931037
01.09.2020 21:25;842.364093;69.7632091;10.67527873;19.4833827;23.09227835
01.09.2020 21:30;838.8775629;69.75556609;10.51608688;19.33154866;23.05077882
01.09.2020 21:35;844.7106273;69.76782428;10.65416093;19.56189585;23.48961499
01.09.2020 21:40;846.4176103;69.87656817;10.7954165;19.81719543;23.79418679
01.09.2020 21:45;843.7999635;69.96427434;10.90162873;19.60015008;23.75634636
01.09.2020 21:50;848.79236;70.12789469;10.7480717;19.41244803;23.62400511
01.09.2020 21:55;844.3854593;70.1530835;10.65388151;19.51888912;23.2524377
01.09.2020 22:00;846.8132684;70.09017747;10.61200182;19.53470461;23.74917074
01.09.2020 22:05;843.157737;70.06047782;10.59751165;19.74346771;23.78454747
01.09.2020 22:10;843.8717693;70.16668254;10.7274597;19.83119852;24.15913565
01.09.2020 22:15;841.8106117;70.29159263;10.75620806;19.74937581;24.63710555
01.09.2020 22:20;842.2861748;70.2564218;10.88663104;19.68636511;24.68070854
01.09.2020 22:25;841.2948492;70.12200592;10.98238181;19.73505974;24.39486154
01.09.2020 22:30;844.7521931;70.1795073;10.96710013;19.91885823;24.59584237
01.09.2020 22:35;841.8943728;70.01634264;10.97801548;19.77615244;24.42090946
01.09.2020 22:40;841.8623969;70.14783105;10.99615911;19.94808572;24.05305126
01.09.2020 22:45;841.3600293;70.22622545;11.10248548;19.75200136;24.2779611
01.09.2020 22:50;839.3589165;70.36578251;11.1970792;19.67479921;24.37786656
01.09.2020 22:55;843.9999975;70.25929293;11.2296748;19.47017592;24.72508286
01.09.2020 23:00;843.3226587;70.13252456;11.0516909;19.67194124;25.238671
01.09.2020 23:05;847.0942274;70.04556848;10.95594497;19.43999349;25.08456419
01.09.2020 23:10;846.4152527;70.0437608;11.00595886;19.35245113;25.25459229
01.09.2020 23:15;846.9579072;69.92355561;11.12962577;19.1518944;24.90806074
01.09.2020 23:20;846.6326377;70.020931;11.16064844;19.36385519;24.46307027
01.09.2020 23:25;847.6754144;70.14484159;11.13585988;19.33205261;24.4097921
01.09.2020 23:30;847.3573725;70.06206506;10.97451069;19.35261147;24.01722747
01.09.2020 23:35;846.628437;70.1113658;10.87256649;19.27462557;23.76116721
01.09.2020 23:40;845.4299263;70.18740313;10.94010651;19.52229478;24.26978339
01.09.2020 23:45;848.3269869;70.13986081;10.90288031;19.48902595;23.8802866
01.09.2020 23:50;846.5719874;70.1550841;11.01702936;19.6966562;24.00808183
01.09.2020 23:55;842.407975;70.07313753;11.11212707;19.80873175;24.46082972
02.09.2020 00:00;846.317883;69.93973201;11.08466446;19.9934671;24.01790784
02.09.2020 00:05;847.7833184;70.10595043;10.98034058;20.2535705;24.04627184
02.09.2020 00:10;843.0992731;70.12776921;10.86663646;20.35909592;23.93376072
02.09.2020 00:15;842.4865288;69.9974652;10.79512361;20.45005806;24.35851517
02.09.2020 00:20;843.569813;69.84477883;10.83929673;20.65400569;24.17264753
02.09.2020 00:25;844.5206984;69.94962173;10.83030671;20.60059892;23.79663836
02.09.2020 00:30;847.1505099;70.06003765;10.70425553;20.7278724;24.07382446
02.09.2020 00:35;851.7251961;69.99421213;10.69135319;20.53611472;24.39797903
02.09.2020 00:40;851.4710968;69.89660973;10.72632792;20.36367133;24.8950741
02.09.2020 00:45;850.6623859;69.90048542;10.67806653;20.45792974;24.97515585
02.09.2020 00:50;847.4050928;69.96589477;10.59014187;20.2505451;24.89434863
02.09.2020 00:55;848.11489;70.1198983;10.442576;20.48481653;25.12737915
02.09.2020 01:00;849.0702502;70.02443611;10.56440007;20.25158525;25.36896741
02.09.2020 01:05;852.2555054;70.18690411;10.70594676;20.216673;24.91665842
02.09.2020 01:10;848.8994744;70.22758661;10.62690257;20.25879277;24.4986013
02.09.2020 01:15;846.6285129;70.23352493;10.50838657;20.23374406;24.53425276
02.09.2020 01:20;843.7576557;70.09298122;10.68497373;20.0157521;24.59537696
02.09.2020 01:25;845.5059087;70.21126387;10.73875354;20.04662164;24.48226243
02.09.2020 01:30;849.6758982;70.34602918;10.72070522;19.96992859;24.72404717
02.09.2020 01:35;847.5042823;70.4435027;10.79544821;20.10515161;25.11841438
02.09.2020 01:40;842.9913142;70.54850817;10.83175534;20.17850954;25.22530685
02.09.2020 01:45;842.411378;70.47779652;10.79716061;20.14211986;25.16622625
02.09.2020 01:50;847.0190181;70.43494361;10.94908252;19.96111951;24.80781648
02.09.2020 01:55;842.57674;70.30678458;11.00265136;19.75718433;25.22305342
02.09.2020 02:00;845.0766343;70.33636327;10.99547877;19.97127551;25.6623338
02.09.2020 02:05;841.1915449;70.36543774;11.12305985;19.98116025;26.13233682
02.09.2020 02:10;845.4718954;70.33701332;11.13313633;20.03052014;25.64351058
02.09.2020 02:15;846.6520005;70.21919978;11.22419523;19.92157162;25.89110645
02.09.2020 02:20;845.795067;70.1953726;11.1481921;19.87187925;25.86546149
02.09.2020 02:25;849.5802853;70.33596764;11.21287796;20.00478664;25.89090598
02.09.2020 02:30;850.4804204;70.29478762;11.02086023;20.17850769;26.01008762
02.09.2020 02:35;848.4173877;70.15830642;11.06670738;20.16974199;26.11617847
02.09.2020 02:40;845.966662;70.04990915;11.17372875;20.33964882;25.75883739
02.09.2020 02:45;851.2354632;70.04194144;10.99809701;20.47940547;26.21304546
02.09.2020 02:50;849.5503906;70.20386701;10.97516271;20.45720824;25.7622592
02.09.2020 02:55;846.6026471;70.32723594;11.00212979;20.51880561;25.26129538
02.09.2020 03:00;851.3138865;70.3078912;11.02716732;20.59728372;25.4125072
02.09.2020 03:05;854.3933281;70.25733481;10.84988805;20.43117387;25.66506227
02.09.2020 03:10;851.914774;70.16167843;10.72307425;20.26885407;25.17678816
02.09.2020 03:15;848.4132403;70.29709641;10.60217364;20.44864295;24.75112387
02.09.2020 03:20;850.352167;70.31093367;10.44890967;20.43572301;25.09705724
02.09.2020 03:25;855.2899787;70.15115499;10.54754347;20.23572232;25.32018331
02.09.2020 03:30;855.153442;70.13738689;10.39644168;20.29712173;24.99219135
02.09.2020 03:35;850.348399;70.00172703;10.40534679;20.54589262;25.27157779
02.09.2020 03:40;855.0880389;70.07967052;10.44321315;20.59111979;25.48654582
02.09.2020 03:45;853.345549;70.21450035;10.333664;20.37185351;25.04458112
02.09.2020 03:50;857.8943992;70.30028077;10.42352778;20.38745398;25.08846415
02.09.2020 03:55;854.1318524;70.15970865;10.39810287;20.46378684;25.10221175
02.09.2020 04:00;854.1531579;70.05557928;10.3322833;20.37840196;25.38164546
02.09.2020 04:05;858.1005007;70.20458017;10.41900915;20.16344454;25.80007151
02.09.2020 04:10;859.4670338;70.31928056;10.41507376;20.17252204;25.78466253
